Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
Tutoring 4 Less,8400 State St,South Gate,CA,90280,,,(800) 927-1746,"Tutoring 4 Less provides tutoring and private teaching for math, science, history, PSAT Assessment, PSAT preparation & Prep classes & More!Learn more about Tutoring 4 Less, Opens a popupSpecialtiesTutoring 4 Less provides tutoring and private teaching for math, science, history, PSAT Assessment, PSAT preparation & Prep classes & More!HistoryEstablished in 2014.Tutoring 4 Less has been providing tutoring services with overwhelmingly positive results to students from Pre-K to 12 grade for over a decade. Our mission is to provide a highly effective tutoring program for students at an affordable price.Meet the Business Owner",Francisco G.,Yes,No,5.0 star rating,18 reviews,http://www.Tutoring4Less.com,,Mon 3:00 pm - 8:30 pm<br>Tue 3:00 pm - 8:30 pm<br>Wed 3:00 pm - 8:30 pm<br>Thu 3:00 pm - 8:30 pm<br>Fri Closed<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",33.960426,-118.210987,https://s3-media1.fl.yelpcdn.com/bphoto/WhYNMc9r1ciTiz1Ng6bu6w/ls.jpg,http://www.yelp.com/biz/tutoring-4-less-south-gate?osq=Tutoring,,,,,,
Mathnasium of Hancock Park,5164 Wilshire Blvd,Los Angeles,CA,90036,,Mid-Wilshire,(323) 643-9100,,,Yes,No,5.0 star rating,9 reviews,http://www.mathnasium.com/hancockpark,,Mon 3:00 pm - 7:00 pm<br>Tue 2:30 pm - 7:00 pm<br>Wed 3:00 pm - 7:00 pm<br>Thu 3:00 pm - 7:00 pm<br>Fri Closed<br>Sat Closed<br>Sun 12:00 pm - 3:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Test Preparation, Tutoring Centers, Test Preparation",34.061951,-118.342536,https://s3-media4.fl.yelpcdn.com/bphoto/LeeIhVZW0fOJJ77Ikhr0vg/ls.jpg,http://www.yelp.com/biz/mathnasium-of-hancock-park-los-angeles?osq=Tutoring,,,,,,
Beverly Hills Academics,11620 Wilshire Blvd,Los Angeles,CA,90025,,Culver City,(310) 993-8020,,,Yes,No,4.0 star rating,5 reviews,,,Mon 9:00 am - 5:00 pm<br>Tue 9:00 am - 5:00 pm<br>Wed 9:00 am - 5:00 pm<br>Thu 9:00 am - 5:00 pm<br>Fri 9:00 am - 5:00 pm<br>Sat 9:00 am - 5:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Tutoring Centers, Test Preparation, Private Tutors, Tutoring Centers, Test Preparation",,,https://s3-media2.fl.yelpcdn.com/bphoto/qyRK4yiUO2s6NRq9IepTeQ/ls.jpg,http://www.yelp.com/biz/beverly-hills-academics-los-angeles-3?osq=Tutoring,$150 for $200 Deal at Beverly Hills Academics,You get a voucher redeemable for $200 at Beverly Hills Academics.,$200,25%,$50,https://www.yelp.com/checkout/deal/dBeu0KHTV9gio0rR7gp1tg?biz_id=FMpVPI1Y5VvfW-C_3OyCug&return_url=%2Fbiz%2Fbeverly-hills-academics-los-angeles-3
Tutor Doctor Santa Monica,1447 Lincoln Blvd,Santa Monica,CA,90401,,Pico-Robertson,(310) 751-7575,,,Yes,No,5.0 star rating,19 reviews,http://www.tutordoctor.com/santa-monica,,Mon 9:00 am - 5:00 pm<br>Tue 9:00 am - 5:00 pm<br>Wed 9:00 am - 5:00 pm<br>Thu 9:00 am - 5:00 pm<br>Fri 9:00 am - 5:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Tutoring Centers, Private Tutors, Tutoring Centers",,,https://s3-media2.fl.yelpcdn.com/bphoto/EFKSlsJNNCjlS_PQ5VVhXg/ls.jpg,http://www.yelp.com/biz/tutor-doctor-santa-monica-santa-monica-2?osq=Tutoring,,,,,,
Elite Prep Los Angeles,3301 Wilshire Blvd,Los Angeles,CA,90010,,"Wilshire Center, Koreatown",(213) 365-8008,,,Yes,No,4.5 star rating,8 reviews,http://www.eliteprep.com/los-angeles,,Mon 8:00 am - 6:00 pm<br>Tue 8:00 am - 6:00 pm<br>Wed 8:00 am - 6:00 pm<br>Thu 8:00 am - 6:00 pm<br>Fri 8:00 am - 6:00 pm<br>Sat 8:00 am - 1:30 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Test Preparation, College Counseling, Tutoring Centers, Test Preparation, College Counseling",34.061840,-118.294284,https://s3-media1.fl.yelpcdn.com/bphoto/7mbsNtQdZH7n74rJSdghzg/ls.jpg,http://www.yelp.com/biz/elite-prep-los-angeles-los-angeles?osq=Tutoring,,,,,,
Kate’s Tutoring,534 W Stocker St,Glendale,CA,91202,,Glendale,(818) 839-0181,"All subjects available -- we'll travel to you or you can come to us or we Skype our sessions! Totally flexible, totally awesome tutors. We tutor all SAT and ACT tests, as well as AP …Learn more about Kate’s Tutoring, Opens a popupSpecialtiesAll subjects available -- we'll travel to you or you can come to us or we Skype our sessions! Totally flexible, totally awesome tutors. We tutor all SAT and ACT tests, as well as AP courses ...and more!HistoryEstablished in 2012.Kate's Tutoring has been in-the-works since 2006, informally taking clients all the while! It was more recently solidified into the growing business you see here today and the plan is to take off and offer all kinds of tutoring for you and your student!Kate's Tutoring offers competitively priced private tutoring lessons and heavy discounts of up to 30% for group tutoring. Let us know if we can help you by emailing us today!Meet the Business Owner",Kate H.,Yes,No,5.0 star rating,19 reviews,http://katestutoring.com,,Mon 9:00 am - 10:00 pm<br>Tue 9:00 am - 10:00 pm<br>Wed 9:00 am - 10:00 pm<br>Thu 9:00 am - 10:00 pm<br>Fri 9:00 am - 10:00 pm<br>Sat 9:00 am - 10:00 pm<br>Sun 9:00 am - 10:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Test Preparation, Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers",,,https://s3-media2.fl.yelpcdn.com/bphoto/Cc4U3NYRmsdgzvgZJsiJFQ/ls.jpg,http://www.yelp.com/biz/kates-tutoring-glendale?osq=Tutoring,,,,,,
Mathnasium of Silverlake,2843 Hyperion Ave,Los Angeles,CA,90027,,Los Feliz,(323) 741-5312,,Paul P.,Yes,No,5.0 star rating,6 reviews,http://mathnasium.com/silverlake,,Mon 3:00 pm - 7:00 pm<br>Tue 3:00 pm - 7:00 pm<br>Wed 3:00 pm - 7:00 pm<br>Thu 3:00 pm - 7:00 pm<br>Fri Closed<br>Sat Closed<br>Sun 10:00 am - 2:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.109238,-118.271917,https://s3-media2.fl.yelpcdn.com/bphoto/q0SY4juFqx2usXkX05TLdA/ls.jpg,http://www.yelp.com/biz/mathnasium-of-silverlake-los-angeles?osq=Tutoring,,,,,,
MeriEducation,,Beverly Hills,CA,90210,,Beverly Crest,(424) 355-8200,"SAT/ACT Test Preparation, ISEE/SSAT Test Preparation, HSPT Test Preparation, AP Test Preparation, High School Homework Help, K-8 Homework Help, College Applications Consulting, SAT …Learn more about MeriEducation, Opens a popupSpecialtiesSAT/ACT Test Preparation, ISEE/SSAT Test Preparation, HSPT Test Preparation, AP Test Preparation, High School Homework Help, K-8 Homework Help, College Applications Consulting, SAT Subject Test Preparation, Private Music Lessons, Foreign Language Tutoring, Academic Coaching/Grade Rehabilitation, and more!HistoryEstablished in 2007.MeriEducation started in 2007 as a leader in test preparation.Meet the Business Owner",Joan N.,Yes,No,4.5 star rating,11 reviews,http://www.merieducation.com,,Mon 11:00 am - 9:00 pm<br>Tue 11:00 am - 9:00 pm<br>Wed 11:00 am - 9:00 pm<br>Thu 11:00 am - 9:00 pm<br>Fri 11:00 am - 9:00 pm<br>Sat 11:00 am - 6:00 pm<br>Sun 11:00 am - 6:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Educational Services, Private Tutors, Educational Services",,,https://s3-media4.fl.yelpcdn.com/bphoto/EPfyM1jwZ0Ba8PYTsrAV6A/ls.jpg,http://www.yelp.com/biz/merieducation-beverly-hills?osq=Tutoring,,,,,,
Elite Home Tutoring,,Los Angeles,CA,90024,,Westwood,(213) 246-2002,"We are an education company providing customized 1-on-1 tutoring and test prep from highly qualified local tutors. Contact us today and schedule a free trial with one of our talented …Learn more about Elite Home Tutoring, Opens a popupSpecialtiesWe are an education company providing customized 1-on-1 tutoring and test prep from highly qualified local tutors. Contact us today and schedule a free trial with one of our talented team of experienced tutors with many having degrees from the nation's top universities and holding teaching credentials from the State.We look forward to speaking with you and sharing how our personalized approach to learning can help you achieve your educational goals.HistoryEstablished in 2005.We began operating with our founder tutoring mathematics and managing about a dozen tutors. Today, we work with hundreds of tutors and test prep teachers, along with many in-house employees who provide accounting, SEO & website design, human resources, marketing and academic advising. In addition, we now offer custom test prep classes for the SAT and ACT for public and private schools.Meet the Manager",,Yes,No,5.0 star rating,18 reviews,http://www.elitehometutoring.com,,Mon 8:00 am - 5:00 pm<br>Tue 8:00 am - 5:00 pm<br>Wed 8:00 am - 5:00 pm<br>Thu 8:00 am - 5:00 pm<br>Fri 8:00 am - 5:00 pm<br>Sat 10:00 am - 3:00 pm<br>Sun 10:00 am - 3:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers, Private Tutors",,,https://s3-media3.fl.yelpcdn.com/bphoto/RnUGlWBs_kghPtzl5cYbvw/ls.jpg,http://www.yelp.com/biz/elite-home-tutoring-los-angeles-36?osq=Tutoring,,,,,,
Teach Play Learn,,West Hollywood,CA,90069,,,(310) 850-0859,,Jennifer Z.,Yes,No,5.0 star rating,8 reviews,http://www.teachplaylearn.com,,Mon 8:00 am - 9:30 pm<br>Tue 8:00 am - 9:30 pm<br>Wed 8:00 am - 9:30 pm<br>Thu 8:00 am - 9:30 pm<br>Fri 8:00 am - 9:30 pm<br>Sat 8:00 am - 9:30 pm<br>Sun 8:00 am - 9:30 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Educational Services, Private Tutors, Educational Services, Private Tutors",,,https://s3-media2.fl.yelpcdn.com/bphoto/7mSCRMcuufU8VVY7RcTnuQ/ls.jpg,http://www.yelp.com/biz/teach-play-learn-west-hollywood?osq=Tutoring,,,,,,
Shamrock Tutoring,4620 Del Amo Blvd,Torrance,CA,90503,,Torrance,(310) 370-1901,,,Yes,No,5.0 star rating,5 reviews,http://www.shamrocktutoring.com,,Mon 2:00 pm - 8:00 pm<br>Tue 3:00 pm - 8:00 pm<br>Wed 2:00 pm - 8:00 pm<br>Thu 2:00 pm - 8:00 pm<br>Fri 3:00 pm - 6:00 pm<br>Sat 9:00 am - 1:00 pm<br>Sun 9:00 am - 1:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers, Private Tutors, Test Preparation",,,https://s3-media4.fl.yelpcdn.com/bphoto/e03bwZEHvkOZYXF9spAEdQ/ls.jpg,http://www.yelp.com/biz/shamrock-tutoring-torrance?osq=Tutoring,,,,,,
MeriEducation,845 Cordova St,Pasadena,CA,91101,,Pasadena,(626) 639-8810,"You've never experienced tutoring like this. Forget the stale carpeted rooms packed with unhappy students, drab tutors, and pricey packages that those other centers try to sell you - …Learn more about MeriEducation, Opens a popupSpecialtiesYou've never experienced tutoring like this. Forget the stale carpeted rooms packed with unhappy students, drab tutors, and pricey packages that those other centers try to sell you - we've created a new way to learn.Founded in 2008, MeriEducation is a full-service tutoring, test prep, and consulting company specializing in hyper-customized 1-on-1 and small group programs. Whether you're looking for help with your subject classes or getting into college, we've got you covered - anytime, anywhere. Our Philosophy.We believe that a student's success can be highly affected by his or her learning environment - happy people, fresh smells, modern spaces, and positive energy are all conducive to how a student studies. From each center's themed interior design to our snazzy MeriPlanners, we instill the beauty of learning in everything that we do.Our Instructors.MeriEducation's tutoring ninjas are selectively hired based on smarts AND personality. Instructors must score in the 98th percentile in their subject of instruction, and have an engaging personality that resonates with our students. Basically, students actually like us, and parents love us!!Our Centers.We are readily accessible with 4 centers across Southern California and an online tutoring platform for those who desire the same Meri-quality from the comfort of their home.Our hours are listed, but not limited to these times. If you would like more information or to make an appointment please give us a call or text!HistoryEstablished in 2008.Build a learning center that is more than just a few chairs and tables. In 2007, MeriEducation founder Joan Nguyen developed a service positioned as an alternative to cookie-cutter educational programs that exist.At age 21 and with only $3,000 in personal savings, she created a learning experience founded on quality, innovation, effectiveness, and passion. One center evolved into four, and now, MeriEducation continues to overturn what families know of tutoring through our uniquely designed centers, our incredible staff, our techy innovation, and our personal touch.Meet the Business Owner",Joan N.,Yes,No,4.5 star rating,53 reviews,http://www.merieducation.com,,Mon 9:00 am - 9:30 pm<br>Tue 9:00 am - 9:30 pm<br>Wed 9:00 am - 9:30 pm<br>Thu 9:00 am - 9:30 pm<br>Fri 9:00 am - 6:00 pm<br>Sat 9:00 am - 6:00 pm<br>Sun 9:00 am - 6:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Test Preparation, Tutoring Centers, Test Preparation",34.142541,-118.132945,https://s3-media1.fl.yelpcdn.com/bphoto/oJ3YkOpGYw7O44VHfJqxow/ls.jpg,http://www.yelp.com/biz/merieducation-pasadena?osq=Tutoring,,,,,,
Janet Lee Tutoring Center,10599 Wilshire Blvd Ste 311,Los Angeles,CA,90024,,Westwood,(310) 475-1531,,,No,No,5.0 star rating,9 reviews,,,Mon 10:00 am - 10:00 pm<br>Tue 10:00 am - 10:00 pm<br>Wed 10:00 am - 10:00 pm<br>Thu 10:00 am - 10:00 pm<br>Fri 10:00 am - 10:00 pm<br>Sat 10:00 am - 10:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.062320,-118.433515,,http://www.yelp.com/biz/janet-lee-tutoring-center-los-angeles?osq=Tutoring,,,,,,
EnlightenMe Tutoring,,Los Angeles,CA,90041,,Eagle Rock,(213) 361-0460,,,Yes,No,5.0 star rating,2 reviews,http://www.mathassessmenttutoring.com,,Mon 4:00 pm - 9:00 pm<br>Tue 4:00 pm - 9:00 pm<br>Wed 4:00 pm - 9:00 pm<br>Thu 4:00 pm - 9:00 pm<br>Fri 4:00 pm - 9:00 pm<br>Sat 4:00 pm - 8:00 pm<br>Sun 4:00 pm - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, College Counseling, Career Counseling, Tutoring Centers, College Counseling, Career Counseling, Tutoring Centers, College Counseling, Career Counseling",34.140738,-118.211924,https://s3-media2.fl.yelpcdn.com/bphoto/xva4_hKvV18pXJ_a5ZrxPQ/ls.jpg,http://www.yelp.com/biz/enlightenme-tutoring-los-angeles?osq=Tutoring,,,,,,
Tutorist,,Los Angeles,CA,90019,,Mid-Wilshire,(310) 773-2077,,,Yes,No,5.0 star rating,6 reviews,http://www.TutoristLA.com,,Mon 7:00 am - 10:00 pm<br>Tue 7:00 am - 10:00 pm<br>Wed 7:00 am - 10:00 pm<br>Thu 7:00 am - 10:00 pm<br>Fri 7:00 am - 10:00 pm<br>Sat 7:00 am - 10:00 pm<br>Sun 7:00 am - 10:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media3.fl.yelpcdn.com/bphoto/4jVCrGg8Ayw-1nmq_-A3Rw/ls.jpg,http://www.yelp.com/biz/tutorist-los-angeles-2?osq=Tutoring,,,,,,
The Math Revolution,11130 Otsego St,Los Angeles,CA,91601,,North Hollywood,(800) 381-7861,,Ripsime P.,Yes,No,5.0 star rating,7 reviews,http://www.themathrevolution.com,,Mon 9:00 am - 11:00 pm<br>Tue 9:00 am - 11:00 pm<br>Wed 9:00 am - 11:00 pm<br>Thu 9:00 am - 11:00 pm<br>Fri 9:00 am - 11:00 pm<br>Sat 8:00 am - 8:00 pm<br>Sun 8:00 am - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.162951,-118.373490,https://s3-media3.fl.yelpcdn.com/bphoto/Kao3vT7SoyVLizOd-YRYcQ/ls.jpg,http://www.yelp.com/biz/the-math-revolution-los-angeles?osq=Tutoring,$95 for $125 Deal at The Math Revolution,You get a voucher redeemable for $125 at The Math Revolution.,$125,24%,$30,https://www.yelp.com/checkout/deal/emYvlXDE5VF_GJcEW46kMg?biz_id=IURZLq7a6pRdZr_w5Rcu0Q&return_url=%2Fbiz%2Fthe-math-revolution-los-angeles
Club Z! In-Home Tutoring Westside,,Santa Monica,CA,90402,,Studio City,(424) 214-0709,"Our Club Z. office is proud to serve Westside, Santa Monica, Venice, Brentwood and Pacific Palisades.Keli Gaines and her team of tutors are devoted to ensuring students achieve …Learn more about Club Z! In-Home Tutoring Westside, Opens a popupSpecialtiesOur Club Z. office is proud to serve Westside, Santa Monica, Venice, Brentwood and Pacific Palisades.Keli Gaines and her team of tutors are devoted to ensuring students achieve their fullest academic potential, particularly students with learning differences.We believe tutoring received in the privacy of your own home means the student receives individual attention in an environment in which they feel safe and secure and free from distractions of a classroom.The advantages of learning in home versus traveling to a learning center are dramatic when you compare the convenience, affordability and quick results gained through in-home tutoring.Our Club Z. tutors are selected for their exemplary commitment to hard-work and their dedication to education.We carefully pre-screen highly-qualified individuals who provide specialized assistance in any academic subject.Our goal is to equip individual students with the tools and skills they will need to reach their true potential.We interact directly with our parents and the classroom teachers to ensure solid, timely results.Meet the Business Owner",Keli G.,Yes,No,5.0 star rating,10 reviews,http://clubztutoringwestside.com,,Mon 8:00 am - 8:00 pm<br>Tue 8:00 am - 8:00 pm<br>Wed 8:00 am - 8:00 pm<br>Thu 8:00 am - 8:00 pm<br>Fri 8:00 am - 8:00 pm<br>Sat 8:00 am - 8:00 pm<br>Sun 8:00 am - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Private Tutors, Test Preparation, Private Tutors",,,https://s3-media2.fl.yelpcdn.com/bphoto/lFULr72oOP1CY9CoVohyYg/ls.jpg,http://www.yelp.com/biz/club-z-in-home-tutoring-westside-santa-monica?osq=Tutoring,,,,,,
The Ladder Method,,Los Angeles,CA,90004,,Koreatown,(310) 684-2543,,Candice L.,Yes,No,3.5 star rating,3 reviews,http://www.theladdermethod.com,,Mon 9:00 am - 9:00 pm<br>Tue 9:00 am - 9:00 pm<br>Wed 9:00 am - 9:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 9:00 pm<br>Sat 9:00 am - 9:00 pm<br>Sun 9:00 am - 9:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Private Tutors, Test Preparation, Private Tutors",,,https://s3-media2.fl.yelpcdn.com/bphoto/0TB9CEyu2rdmzyij7F5slQ/ls.jpg,http://www.yelp.com/biz/the-ladder-method-los-angeles-3?osq=Tutoring,,,,,,
Ivy League Academy,4282 Wilshire Blvd Ste 201,Los Angeles,CA,90010,,Mid-Wilshire,(213) 321-5446,,,No,No,4.5 star rating,15 reviews,http://www.iloveafterschool.com,,Mon 8:00 am - 6:30 pm<br>Tue 8:00 am - 6:30 pm<br>Wed 8:00 am - 6:30 pm<br>Thu 8:00 am - 6:30 pm<br>Fri 8:00 am - 6:30 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Summer Camps, Tutoring Centers, Test Preparation, Summer Camps, Tutoring Centers, Test Preparation",34.061476,-118.321356,https://s3-media4.fl.yelpcdn.com/bphoto/bD-LxH4cXqg9YioplYpCGA/ls.jpg,http://www.yelp.com/biz/ivy-league-academy-los-angeles?osq=Tutoring,,,,,,
A Place Called Home,2830 S Central Ave,Los Angeles,CA,90011,,Central Alameda,(323) 232-7653,,,Yes,No,4.0 star rating,4 reviews,http://www.apch.org/,,Mon 9:00 am - 7:00 pm<br>Tue 9:00 am - 7:00 pm<br>Wed 9:00 am - 7:00 pm<br>Thu 9:00 am - 7:00 pm<br>Fri 9:00 am - 7:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,"Community Service/Non-Profit, Counseling & Mental Health, Educational Services, Community Service/Non-Profit, Counseling & Mental Health, Educational Services",34.015848,-118.255945,https://s3-media4.fl.yelpcdn.com/bphoto/ihWOKLrz153X9jmjv6h-_w/ls.jpg,http://www.yelp.com/biz/a-place-called-home-los-angeles?osq=Tutoring,,,,,,
LA Math Tutoring,,Los Angeles,CA,90068,,Hollywood Hills,(267) 210-0861,"LA Math Tutoring is a premier private tutoring company based in Los Angeles, California that seeks to empower the community through the power of education. Our expert tutors …Learn more about LA Math Tutoring, Opens a popupSpecialtiesLA Math Tutoring is a premier private tutoring company based in Los Angeles, California that seeks to empower the community through the power of education. Our expert tutors specialize in test preparation and academic support for students of all ages, grades and levels. Whether you are looking to catch up or get ahead, we want to help you achieve your goals.Meet the Business Owner",David J.,Yes,No,5.0 star rating,11 reviews,https://www.lamathtutoring.com,,Mon 9:00 am - 9:00 pm<br>Tue 9:00 am - 9:00 pm<br>Wed 9:00 am - 9:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 9:00 pm<br>Sat 9:00 am - 9:00 pm<br>Sun 9:00 am - 9:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Test Preparation, Educational Services, Private Tutors, Test Preparation, Educational Services",,,https://s3-media1.fl.yelpcdn.com/bphoto/4Saj3tPSnKL6zaDI7nQKBw/ls.jpg,http://www.yelp.com/biz/la-math-tutoring-los-angeles?osq=Tutoring,,,,,,
